KPF,KPL,PNV,First Sentence in First Paragraph,First sentence in last Paragraph,First sentence in any of other paragraphs,Sentence location in other paragraphs,Sentence location in first and last paragraph,cosine Similarity with title,common keyphrases with title,sentence centrality,sentence length is short/long,sentence length equation,cue phrases,strong words,number scores,sentence begins with weak word,weak word score in other location in sentence,Label
0,0,0,0,0,0,0,0.196116135,0,0,0.2,0,0.642857143,0,0,0,0,0,1
0,0,0,0,0,0,0,0.19245009,0,0,0.3,0,0.214285714,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0.7,0,0.678571429,0,0,0.166666667,0,0,0
0,0,0,0,0,0,0,0.707106781,0,0,0.6,0,0.392857143,0,0,0.166666667,0,0,1
0.125,0,0,0,0,0,0,0.577350269,0,0,0.3,0,0.571428571,0,0,0.333333333,0,0,0
0.344262295,0,0,1,1,0,0,0,0,1,1,0,0.679487179,0,0,0.2,0,0,0
0.229508197,1,0,0,0,0,0,0.707106781,0,1,0.5,0,0.358974359,0.5,0,0,0,-0.02173913,0
0.245901639,1,0,0,0,0,0,0.577350269,0,1,1,0,1,0,0,0.4,0,-0.024,0
0.31147541,0,0,0,0,0,0,0.5,0,1,0.5,0,0.141025641,0,0,0,0,0,0
0.37704918,1,0,0,0,0,0,0.447213595,0,1,0.5,0,0.628205128,0.5,0,0,0,-0.013157895,0
0.360655738,0,0,0,0,0,0,0.40824829,0,1,0.5,0,0.141025641,0,0,0,0,0,0
0.360655738,0,0,0,0,0,0,0.377964473,0,1,1,0,0.358974359,0,0,0,0,0,1
0,0,0,0,0,0,0,0.353553391,0,0,1,0,0.128205128,0,0,0,0,0,0
0.196721311,0,0,0,0,0,0,0.333333333,0,1,1,0,0.307692308,0,0,0,0,0,0
0.31147541,0,0,0,0,0,0,0.316227766,0,1,0.5,0,0.230769231,0,0,0.2,0,0,0
0.31147541,0,0,0,0,0,0,0.301511345,0,1,0.5,0,0.474358974,0,0,0.2,0,0,0
0.196721311,0,0,0,0,0,0,0.288675135,0,1,0.5,0,0.5,0,0,0,0,0,0
0.229508197,1,0,0,0,0,0,0.277350098,0,1,1,0,0.256410256,0,0,0,0,0,0
0.291666667,0,0,1,1,0,0,0,0.182879918,1,1,0,0.44,0,0,0,0,0,1
0.041666667,0,0,0,0,0,0,0.707106781,0,0,0.333333333,0,0.36,0,0,0.333333333,0,0,0
0,0,0,0,0,0,0,0.577350269,0,0,0.666666667,0,0.56,0,0,0,0,0,0
0.583333333,0,0,0,0,0,0,0.5,0.118221205,1,1,0,0.88,0,0,0.333333333,0,0,0
0.458333333,0,0,0,0,0,0,0.447213595,0,0,0.666666667,0,0.6,0,0,0,0,0,0
0.333333333,0,0,0,0,0,0,0.40824829,0,0,0.666666667,0,1,0,0,0.333333333,0,0,0
0.458333333,0,0,0,0,0,0,0.377964473,0,0,0.666666667,0,0.6,0,0,0,0,0,0
0.375,1,0,0,0,0,0,0.353553391,0,0,0.333333333,0,0.48,0,0,0,0,0,0
0.583333333,0,0,0,0,0,0,0.333333333,0.118221205,1,0.333333333,0,0.92,0,0,0,0,0,1
0.333333333,0,0,0,0,0,0,0.316227766,0,0,0.333333333,0,0.8,0,0,0,0,0,1
0.166666667,0,0,0,0,0,0,0.301511345,0.154475929,1,0.333333333,0,0.48,0,0,0,0,0,0
0,0,0,0,0,0,0,0.288675135,0,0,0.333333333,0,0.32,1,0,0,0,0,0
0.375,1,0,0,0,0,0,0.277350098,0,0,0.333333333,0,0.84,0,0,0,0,0,0
0.222222222,1,0,1,0,0,0,0,0,1,1,0,0.363636364,0,0,0,0,0,1
0,0,0,0,0,0,0,0.707106781,0,0,1,0,0.127272727,0,0,0,0,0,0
0.361111111,1,0,0,1,0,0,0,0,1,1,0,0.963636364,0,0,0,0,0,0
0.444444444,1,0,0,0,0,0,0.707106781,0,1,1,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0,0.577350269,0,1,1,0,0.381818182,0,0,0,0,0,0
0.388888889,1,0,0,0,0,0,0.5,0,1,1,0,0.763636364,0,0,0,0,-0.037735849,0
0.277777778,1,0,0,0,0,0,0.447213595,0,1,1,0,0.927272727,1,0,1,0,0,0
0.421052632,0,0,1,1,0,0,0,0,1,0.6,0,0.574468085,0,0,0,0,0,1
0.315789474,0,0,0,0,0,0,0.707106781,0,1,0.4,0,0.425531915,0,0,0,0,0,0
0.368421053,1,0,0,0,0,0,0.577350269,0,1,0.8,0,1,0,0,0,0,-0.017241379,0
0.394736842,1,0,0,0,0,0,0.5,0,1,0.8,0,0.276595745,0,0,0,0,0,0
0.421052632,1,0,0,0,0,0,0.447213595,0,1,1,0,0.680851064,0,0,1,0,0,0
0.394736842,1,0,0,0,0,0,0.40824829,0,1,0.6,0,0.425531915,0,0,0,0,0,0
0.315789474,0,0,0,0,0,0,0.377964473,0,1,0.4,0,0.127659574,0,0,0,0,0,0
0.315789474,0,0,0,0,0,0,0.353553391,0,1,0.6,0,0.234042553,0,0,0,0,0,0
0.473684211,0,0,0,0,0,0,0.333333333,0,1,0.8,0,0.553191489,0,0,0,0,0,0
0,0,0,0,0,0,0,0.316227766,0,0,0.2,0,0.191489362,0,0,0,0,0,0
0,0,0,0,0,0,0,0.301511345,0,0,0.2,0,0.085106383,0,0,0,0,0,0
0.368421053,0,0,0,0,0,0,0.288675135,0,1,0.4,0,0.319148936,0,0,0,0,0,1
0.105263158,0,0,0,0,0,0,0.277350098,0,0,0.2,0,0.404255319,0,0,0,0,0,0
0.447368421,0,0,0,0,0,0,0.267261242,0,1,0.8,0,0.808510638,0,0,0,0,-0.018518519,0
0.368421053,1,0,0,0,0,0,0.25819889,0,1,0.8,0,0.276595745,0,0,0,0,0,0
0.413793103,1,0,1,1,0,0,0,0,1,0.6,0,1,0,0,0,0,0,1
0.24137931,0,1,0,0,0,0,0.707106781,0,1,0.6,0,0.458333333,0,0,0,0,0,0
0.379310345,0,0,0,0,0,0,0.577350269,0,1,0.4,0,0.416666667,0,0,0,0,0,0
0.137931034,0,0,0,0,0,0,0.5,0,0,0.8,1,0,0,0,0,0,0,0
0.103448276,1,0,0,0,0,0,0.447213595,0,0,0.8,0,0.75,0,0,0,0,0,1
0.24137931,0,0,0,0,0,0,0.40824829,0,0,1,0,0.416666667,0,0,0,0,0,0
0.517241379,1,0,0,0,0,0,0.377964473,0,1,0.6,0,0.458333333,0,0,0,0,0,1
0.310344828,1,0,0,0,0,0,0.353553391,0,1,0.4,0,0.458333333,0,0,0,0,0,1
0.448275862,0,1,0,0,0,0,0.333333333,0,1,0.4,0,0.375,0,0,0,0,0,0
0.206896552,0,0,0,0,0,0,0.316227766,0,1,0.4,0,0.583333333,0,0,0,0,0,0
0.448275862,0,1,0,0,0,0,0.301511345,0,1,0.2,0,0.625,0,0,0,0,0,1
0.275862069,1,0,0,0,0,0,0.288675135,0,0,0.4,0,0.291666667,0,0,0,0,0,0
0.379310345,1,0,0,0,0,0,0.277350098,0,0,0.6,0,0.833333333,0,0,0,0,0,1
0,0,0,0,0,0,0,0.267261242,0,0,0.4,0,0.125,0,0,0,0,0,0
0.595238095,0,0,1,1,0,0,0,0,1,0.25,0,0.291666667,0,0,0,0,0,0
0.30952381,0,0,0,0,0,0,0.707106781,0,0,0.375,0,0.416666667,0.2,0,0,0,0,0
0.642857143,1,0,0,0,0,0,0.577350269,0,1,0.375,0,0.916666667,0,0,0.142857143,0,0,1
0.285714286,0,0,0,0,0,0,0.5,0,1,0.125,0,0.541666667,0,0,0.285714286,0,0,0
0.285714286,0,0,0,0,0,0,0.447213595,0,1,0.375,0,0.416666667,0,0,0,0,0,0
0.80952381,1,0,0,0,0,0,0.40824829,0,1,0.25,0,0.666666667,0.2,0,0,0,0,1
0.619047619,1,0,0,0,0,0,0.377964473,0,1,0.25,0,0.75,0,0,0.142857143,0,0,0
0,0,0,0,0,0,0,0.353553391,0,1,0.5,0,0.416666667,0,0,0,0,0,0
0.095238095,1,0,0,0,0,0,0.333333333,0,0,0.75,0,1,0,0,0,0,0,1
0.571428571,1,0,0,0,0,0,0.316227766,0,1,0.5,0,0.458333333,0,0,0,0,0,0
0.404761905,1,0,0,0,0,0,0.301511345,0,0,0.75,0,0.583333333,0.2,0,0,0,0,0
0.69047619,1,0,0,0,0,0,0.288675135,0,1,1,0,0.875,0,0,0,0,0,1
0.095238095,1,0,0,0,0,0,0.277350098,0,0,0.5,0,0.75,0,0,0,0,0,0
0,0,0,0,0,0,0,0.267261242,0,0,0.625,0,0.416666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0.25819889,0,0,0.5,0,0.25,0,0,0,0,0,1
0.523809524,0,0,0,0,0,0,0.25,0,1,0.375,0,0.666666667,0.2,0,0.142857143,0,0,0
0.404761905,0,0,0,0,0,0,0.242535625,0,1,1,0,0.416666667,0.2,0,0,0,0,0
0.380952381,1,0,0,0,0,0,0.23570226,0,1,0.5,0,0.625,0,0,0.285714286,0,0,1
0.285714286,0,0,0,0,0,0,0.229415734,0,1,0.625,0,0.583333333,0,0,0,0,-0.055555556,1
0.416666667,0,0,1,1,0,0,0,0,1,0.5,0,0.71875,0,0,0,0,0,1
0.25,0,1,0,0,0,0,0.707106781,0,1,0.666666667,0,0.15625,0,0,0,0,0,0
0.479166667,1,0,0,0,0,0,0.577350269,0,1,0.5,0,0.84375,0,0,0,0,0,1
0.416666667,0,0,0,0,0,0,0.5,0,1,0.333333333,0,0.25,0,0,0,0,0,1
0.416666667,0,0,0,0,0,0,0.447213595,0,1,0.5,0,0.75,0,0,0.166666667,0,0,1
0.447916667,1,1,0,0,0,0,0.40824829,0,1,0.5,0,0.25,0,0,0,0,0,0
0.416666667,0,0,0,0,0,0,0.377964473,0,1,0.833333333,0,0.5,0,0,0.083333333,0,0,0
0.46875,0,0,0,0,0,0,0.353553391,0,1,1,0,0.5,0,0,0.083333333,0,0,0
0.416666667,0,0,0,0,0,0,0.333333333,0,1,1,0,0.375,1,0,0,0,0,1
0.447916667,1,1,0,0,0,0,0.316227766,0,1,0.666666667,0,0.5625,0,0,0,0,0,1
0.416666667,0,0,0,0,0,0,0.301511345,0,1,0.333333333,0,0.40625,0,0,0,0,0,0
0.416666667,0,0,0,0,0,0,0.288675135,0,1,0.5,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.277350098,0,0,0.5,0,0.34375,0,0,0.083333333,0,0,0
0.416666667,0,0,0,0,0,0,0.267261242,0,1,0.5,0,0.5625,0,0,0,0,0,0
0.25,0,1,0,0,0,0,0.25819889,0,1,0.166666667,0,0.375,0,0,0,0,0,1
0.25,0,1,0,0,0,0,0.25,0,1,0.5,0,0.53125,0,0,0,0,0,0
0.020833333,0,0,0,0,0,0,0.242535625,0,0,0.5,0,0.59375,0,0,0,0,0,1
0.270833333,0,0,0,0,0,0,0.23570226,0,1,0.5,0,0.65625,0,0,0,0,0,1
0.25,0,1,0,0,0,0,0.229415734,0,1,0.333333333,0,0.4375,0,0,0,0,0,0
0.34375,0,0,0,0,0,0,0.223606798,0,1,0.333333333,1,0,0,0,0,0,0,0
0.46875,0,0,0,0,0,0,0.21821789,0,1,0.666666667,0,0.71875,0,0,0,0,0,0
0.5,1,1,0,0,0,0,0.213200716,0,1,0.5,0,0.53125,0,0,0,0,0,1
0.25,0,1,0,0,0,0,0.208514414,0,1,0.833333333,0,0.25,0,0,0,0,0,0
0.46875,0,0,0,0,0,0,0.204124145,0,1,0.5,0,0.53125,0,0,0,0,0,0
0.270833333,1,0,0,0,0,0,0.2,0,1,0.666666667,0,0.9375,0,0,0.5,0,0,1
0.041666667,0,0,0,0,0,0,0.196116135,0,0,0.333333333,0,0.53125,0,0,0,0,0,0
0.458333333,0,0,0,0,0,0,0.19245009,0,1,0.333333333,0,1,0,0,0.083333333,0,0,0
0.222222222,0,1,1,1,0,0,0,0.22993882,1,0.166666667,0,0.102040816,0,0,0,0,0,0
0,0,0,0,0,0,0,0.707106781,0,0,0.5,0,0.142857143,0,0,0,0,0,0
0.296296296,1,0,0,0,0,0,0.577350269,0.106462282,1,0.333333333,0,0.408163265,0,0,0,0,0,1
0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.244897959,0,0,0,0,-0.0625,0
0.111111111,1,0,0,0,0,0,0.447213595,0,0,0.666666667,0,0.571428571,0,0,0.111111111,0,-0.024390244,1
0.222222222,0,1,0,0,0,0,0.40824829,0.110521451,1,0.333333333,0,0.448979592,0,0,0.333333333,0,0,0
0.037037037,1,0,0,0,0,0,0.377964473,0,0,0.333333333,0,0.93877551,0,0,0,1,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.333333333,0,0.183673469,0,0,0,0,0,0
0.222222222,0,1,0,0,0,0,0.333333333,0.119583922,1,0.166666667,0,0.346938776,0,0,0.222222222,0,0,0
0.222222222,0,1,0,0,0,0,0.316227766,0.135171117,1,0.5,0,0.775510204,0,0,0.111111111,0,0,0
0.148148148,0,0,0,0,0,0,0.301511345,0,0,1,0,0.408163265,0,0,0.111111111,0,0,0
0.148148148,0,0,0,0,0,0,0.288675135,0,0,0.5,0,0.387755102,0,0,0.111111111,0,0,0
0.148148148,0,0,0,0,0,0,0.277350098,0,0,0.333333333,0,0.346938776,0,0,0,0,0,0
0.37037037,0,0,0,0,0,0,0.267261242,0.100404558,1,0.5,0,1,0,1,0,0,-0.013888889,0
0,0,0,0,0,0,0,0.25819889,0,0,0.333333333,0,0.12244898,0,0,0,0,0,0
0.074074074,0,0,0,0,0,0,0.25,0,0,0.666666667,0,0.571428571,0,0,0,0,-0.029411765,0
0,0,0,0,0,0,0,0.242535625,0,0,0.333333333,0,0.714285714,0,0,0,0,0,0
0.0625,1,0,1,1,0,0,0,0,0,1,0,0.476190476,0,0,0,0,-0.017857143,0
0,0,0,0,0,0,0,0.707106781,0,0,1,0,0.154761905,0,0,0,0,0,0
0.3125,0,0,0,0,0,0,0.577350269,0,0,1,0,0.916666667,0,0,0,0,0,0
0.25,1,0,0,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0
0.34375,0,0,1,1,0,0,0,0,1,0.666666667,0,0.971428571,0,0,0.2,0,0,0
0.4375,0,0,0,0,0,0,0.707106781,0,1,1,0,0.542857143,0,0,0,0,0,0
0.28125,0,0,0,0,0,0,0.577350269,0,1,0.333333333,0,0.285714286,0,0,0.2,0,0,0
0.3125,1,0,0,0,0,0,0.5,0,1,0.666666667,0,1,0,0,0.2,0,0,0
0.4375,0,0,0,0,0,0,0.447213595,0,1,0.666666667,0,0.857142857,0,0,0,0,-0.024390244,1
0.4375,0,0,0,0,0,0,0.40824829,0,1,0.666666667,0,0.342857143,0,0,0,0,0,0
0.28125,0,0,0,0,0,0,0.377964473,0,1,0.333333333,0,0.428571429,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,1,0.333333333,0,0.142857143,0,0,0,0,0,0
0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0.342857143,0,0,0,0,0,0
0.34375,1,0,0,0,0,0,0.316227766,0,1,1,0,0.342857143,0,0,0.2,0,0,0
0.28125,0,0,0,0,0,0,0.301511345,0,1,0.333333333,0,0.657142857,0,0,0.2,0,0,1
0.263157895,0,0,1,1,0,0,0,0,1,0.333333333,0,0.193548387,0,0,0.1,0,0,1
0.052631579,0,0,0,0,0,0,0.707106781,0,0,0.666666667,0,0.241935484,0,0,0,0,0,0
0.342105263,0,0,0,0,0,0,0.577350269,0,1,0.333333333,0,0.64516129,0,0,0.2,0,0,0
0.263157895,0,0,0,0,0,0,0.5,0,1,0.333333333,0,0.387096774,0,0,0,0,0,1
0.368421053,0,0,0,0,0,0,0.447213595,0,1,1,0,0.322580645,0,0,0,0,0,1
0.342105263,0,0,0,0,0,0,0.40824829,0,1,1,0,0.629032258,0,0,0,0,-0.017241379,0
0.394736842,0,0,0,0,0,0,0.377964473,0,1,0.666666667,0,1,0,0,0.6,0,0,0
0.342105263,1,0,0,0,0,0,0.353553391,0,1,0.333333333,0,0.225806452,0,0,0,0,0,0
0.394736842,1,0,0,0,0,0,0.333333333,0,1,1,0,0.14516129,0,0,0,0,0,0
0.263157895,0,0,0,0,0,0,0.316227766,0,1,0.333333333,0,0.112903226,0,0,0,0,0,0
0.342105263,1,0,0,0,0,0,0.301511345,0,1,0.333333333,0,0.161290323,0,0,0.1,0,0,0
0.22,0,0,1,1,0,0,0,0,1,1,0,0.447368421,0,0,0.25,0,0,1
0.22,0,0,0,0,0,0,0.707106781,0,1,1,0,0.157894737,0,0,0,0,0,0
0,0,0,0,0,0,0,0.577350269,0,0,1,0,0.368421053,0,0,0,0,0,0
0.24,1,0,0,0,0,0,0.5,0,1,1,0,0.552631579,0,0,0.75,0,0,1
0.26,1,0,0,0,0,0,0.447213595,0,1,1,0,0.5,0,0,0,0,-0.037037037,0
0.04,1,0,0,0,0,0,0.40824829,0,0,1,0,0.263157895,0,0,0,0,-0.058823529,1
0,0,0,0,0,0,0,0.377964473,0,0,1,0,0.210526316,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,1,0,0.210526316,0,0,0,1,0,0
0.28,0,0,0,0,0,0,0.333333333,0,1,1,0,0.736842105,0,0,0,0,0,0
0,0,0,0,0,0,0,0.316227766,0,0,1,0,0.105263158,0,0,0,0,0,0
0.28,0,0,0,0,0,0,0.301511345,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0.288675135,0,0,1,0,0.342105263,0,0,0,0,0,1
0.06,1,0,0,0,0,0,0.277350098,0,0,1,0,0.763157895,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0.267261242,0,0,1,0,0.578947368,0,0,0,0,0,1
0.4,0,0,0,0,0,0,0.25819889,0,1,1,0,0.605263158,0,0,0,0,0,0
0.22,0,0,0,0,0,0,0.25,0,1,1,0,0.157894737,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0.242535625,0,1,1,0,0.947368421,0,0,0,0,0,0
0,0,0,0,0,0,0,0.23570226,0,0,1,0,0.736842105,0,0,0,0,0,1
0.16,1,0,0,0,0,0,0.229415734,0,0,1,0,0.868421053,0,0,0,0,0,0
0.06,1,0,0,0,0,0,0.223606798,0,0,1,0,0.157894737,0,0,0,0,0,0
0.38,0,0,0,0,0,0,0.21821789,0,1,1,0,0.710526316,0,0,0,0,0,1
0.4,0,0,0,0,0,0,0.213200716,0,1,1,0,0.763157895,1,0,0,0,-0.042553191,0
0.378378378,0,0,1,0,0,0,0,0.063027639,0,0.333333333,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0.112655761,0,0.166666667,0,0.2,0,0,0,0,0,0
0.054054054,1,0,0,0,0,0.40824829,0,0,0,0.333333333,0,0.6,0,0,0,0,0,0
0.405405405,0,0,0,0,0,0.377964473,0,0,0,0.166666667,0,0.52,0,0,0,0,0,1
0.243243243,0,0,0,0,0,0.353553391,0,0,0,1,0,0.2,0,0,0,0,0,0
0.081081081,1,1,0,0,0,0.333333333,0,0,0,0.166666667,0,0.28,0,0,0,0,0,0
0.243243243,0,0,0,0,0,0.316227766,0,0.050313747,0,0.333333333,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.301511345,0,0,0,0.333333333,0,0.2,0,0,0,0,0,1
0.540540541,0,0,0,0,0,0.288675135,0,0,0,0.666666667,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0.5,0,0.08,0,0,0,0,0,0
0.378378378,0,0,0,0,0,0,0.707106781,0.065740888,0,0.5,0,0.64,0,0,0,0,0,1
0.432432432,0,0,0,0,0,0,0.577350269,0,0,0.5,0,0.72,0,0,0,0,0,0
0.405405405,0,0,0,0,0,0,0.5,0,0,0.666666667,0,0.36,0,0,0,0,0,0
0.216216216,0,0,0,0,0,0,0.447213595,0,0,0.666666667,0,0.2,0,0,0,0,0,0
0.243243243,0,0,0,0,0,0,0.40824829,0,0,0.666666667,0,0.52,0,0,0,0,0,1
0,0,0,0,0,0,0,0.377964473,0,0,0.166666667,0,0.2,0,0,0,0,0,0
0,0,0,0,0,0,0,0.353553391,0,0,0.666666667,0,0.32,0,0,0,0,0,1
0,0,0,0,0,0,0,0.333333333,0,0,0.5,0,0.28,0,0,0,0,0,0
0,0,0,0,0,0,0,0.316227766,0,0,0.333333333,0,0.12,0,0,0,0,0,1
0,0,0,0,0,0,0,0.301511345,0,0,0.333333333,0,0.48,0,0,0,0,0,0
0.081081081,1,0,0,0,0,0,0.288675135,0,0,0.833333333,0,0.32,0,0,0,0,0,0
0,0,0,0,0,0,0,0.277350098,0,0,0.333333333,0,0.12,0,0,1,0,0,0
0,0,0,0,0,0,0,0.267261242,0.08304548,0,0.333333333,0,0.32,0,0,0,0,0,0
0,0,0,0,0,0,0,0.25819889,0,0,0.5,0,0.28,0,0,0,0,0,0
0,0,0,0,0,0,0,0.25,0,0,0.5,0,0.16,0,0,0,0,0,1
0,0,0,0,0,0,0,0.242535625,0.086651033,0,0.5,0,0.36,0,0,0,0,0,0
0.081081081,1,0,0,0,0,0,0.23570226,0,0,0.833333333,0,0.2,0,0,0,0,0,0
0.405405405,0,0,0,0,0,0,0.229415734,0,0,0.666666667,0,0.6,0,0,0,0,0,0
0.243243243,0,0,0,0,0,0,0.223606798,0,0,0.666666667,0,0.96,0,0,0,0,0,0
0.243243243,0,0,0,0,0,0,0.21821789,0,0,0.333333333,0,0.44,0,0,0,0,0,1
0,0,0,0,0,0,0,0.213200716,0,0,0.666666667,0,0.52,0,0,0,0,0,1
0.365079365,0,0,1,1,0,0,0,0,1,1,0,0.7,0,0,0,0,0,1
0.333333333,1,0,0,0,0,0,0.707106781,0,1,0.142857143,0,0.85,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.577350269,0,1,0.142857143,0,0.65,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.5,0,1,0.142857143,0,0.95,0,0,0,0,0,1
0.317460317,0,0,0,0,0,0,0.447213595,0,1,0.714285714,0,0.85,0.5,0,0,0,-0.05,1
0.412698413,1,0,0,0,0,0,0.40824829,0,1,0.857142857,0,0.7,0,0,0,0,-0.045454545,0
0.365079365,1,0,0,0,0,0,0.377964473,0,1,0.857142857,0,0.4,0,0,0,0,0,1
0.428571429,1,0,0,0,0,0,0.353553391,0,1,0.428571429,1,0,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.333333333,0,1,0.285714286,0,0.4,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.316227766,0,1,0.285714286,0,0.85,0,0,0,0,-0.047619048,0
0.428571429,1,0,0,0,0,0,0.301511345,0,1,0.571428571,1,0,0,0,0,0,0,0
0.412698413,0,0,0,0,0,0,0.288675135,0,1,0.428571429,0,0.15,0,0,0,0,0,0
0.428571429,1,0,0,0,0,0,0.277350098,0,1,0.571428571,0,0.45,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.267261242,0,1,0.285714286,0,0.6,0,0,0,0,0,0
0.365079365,0,0,0,0,0,0,0.25819889,0,1,0.571428571,0,1,0.5,0,0,0,0,1
0.365079365,1,0,0,0,0,0,0.25,0,1,0.857142857,0,0.7,0,0,0,0,0,0
0.365079365,1,0,0,0,0,0,0.242535625,0,1,0.285714286,0,0.7,0,0,0,0,0,1
0.317460317,0,0,0,0,0,0,0.23570226,0,1,0.571428571,0,0.6,0,0,0,0,0,0
0.317460317,0,0,0,0,0,0,0.229415734,0,1,0.428571429,0,0.4,0,0,0,0,0,0
0.380952381,1,0,0,0,0,0,0.223606798,0,1,0.285714286,0,0.5,0,0,0,0,0,1
0.388888889,0,0,1,0,0,0,0,0,1,1,0,0.642857143,0,0,0.333333333,0,0,0
0.388888889,1,0,0,0,0,0,0.707106781,0,1,1,0,1,0,0,0.333333333,0,0,1
0,0,0,0,0,0,0,0.577350269,0,0,1,1,0,0,0,0.333333333,0,0,0
0.333333333,0,0,0,0,0,0,0.5,0,1,1,0,0.642857143,0,0,0,0,0,0
0.444444444,0,0,0,0,0,0,0.447213595,0,1,1,0,1,0,0,0,0,0,1
0.444444444,0,0,0,0,0,0,0.40824829,0,1,1,0,0.785714286,0,0,0,0,0,1
0.111111111,0,0,0,0,0,0,0.377964473,0,0,1,0,0.928571429,0,0,0,0,0,0
0.5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,-0.024390244,0
0.466666667,0,0,1,1,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0
0.266666667,1,1,0,0,0,0,0.707106781,0,0,1,0,0.75,0,0,0,0,0,1
0.133333333,1,0,0,0,0,0,0.577350269,0,0,0.333333333,0,0.222222222,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5,0,0,1,0,0.222222222,0,0,0.125,0,0,1
0,0,0,0,0,0,0,0.447213595,0,0,1,0,0.194444444,0,0,0,0,0,0
0,0,0,0,0,0,0,0.40824829,0,0,0.333333333,0,0.25,0,0,0,0,0,0
0,0,0,0,0,0,0,0.377964473,0,0,1,0,0.138888889,0,0,0,0,0,0
0.266666667,1,0,0,0,0,0,0.353553391,0,0,0.666666667,0,0.861111111,0,0,0.375,0,-0.025641026,1
0.133333333,1,1,0,0,0,0,0.333333333,0,0,0.333333333,0,0.583333333,0.25,0,0,0,-0.0625,1
0,0,0,0,0,0,0,0.316227766,0,0,0.666666667,0,0.25,0,0,0,0,0,0
0,0,0,0,0,0,0,0.301511345,0,0,0.333333333,0,0.5,0,0,0,0,0,1
0.133333333,1,0,0,0,0,0,0.288675135,0,0,0.666666667,0,0.777777778,0,0,0.125,0,0,1
0,0,0,0,0,0,0,0.277350098,0,0,0.666666667,0,0.416666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0.267261242,0,0,0.333333333,0,0.333333333,0,0,0.375,0,0,0
0,0,0,0,0,0,0,0.25819889,0,0,0.666666667,0,0.305555556,0,0,0,0,0,0
0,0,0,0,0,0,0,0.25,0,0,0.666666667,0,0.361111111,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0.242535625,0,0,1,1,0,0.5,0,0,0,-0.018018018,0
0,0,0,0,0,0,0,0.23570226,0,0,0.333333333,0,0.472222222,0,0,0,0,0,0
0,0,0,0,0,0,0,0.229415734,0,0,0.333333333,0,0.694444444,0,0,0,0,0,1
0,0,0,0,0,0,0,0.223606798,0,0,1,0,0.361111111,0,0,0,0,0,1
0.24137931,0,0,1,1,0,0,0,0,1,0.5,0,0.173913043,0,0,0,0,0,0
0.413793103,0,0,0,0,0,0,0.707106781,0,1,1,0,0.97826087,0,0,0,0,0,0
0.24137931,0,0,0,0,0,0,0.577350269,0,1,0.5,0,0.543478261,0,0,0,0,0,0
0.310344828,0,0,0,0,0,0,0.5,0,1,0.5,0,1,1,1,0,0,0,0
0.482758621,0,0,0,0,0,0,0.447213595,0,1,1,0,0.608695652,0,0,0,0,0,1
0,0,0,0,0,0,0,0.40824829,0,0,0.5,0,0.282608696,0,0,0,0,0,0
0,0,0,0,0,0,0,0.377964473,0,0,1,0,0.5,0,0,0.5,0,0,0
0.275862069,1,0,0,0,0,0,0.353553391,0,1,1,0,0.391304348,0,0,0,0,0,1
0.413793103,0,0,0,0,0,0,0.333333333,0,1,0.5,0,0.891304348,0,0,0,0,0,0
0,0,0,0,0,0,0,0.316227766,0,0,0.5,0,0.108695652,0,0,0.5,0,0,1
0.479166667,1,0,1,1,0,0,0,0,1,0.25,0,0.529411765,0,0,0,0,0,0
0.645833333,0,0,0,0,0,0,0.707106781,0,1,0.75,0,0.411764706,0,0,0,0,0,1
0.6875,1,0,0,0,0,0,0.577350269,0,1,0.5,0,0.764705882,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5,0,0,0.75,0,0.294117647,0,0,0,0,0,1
0.6875,0,0,0,0,0,0,0.447213595,0,1,0.875,0,0.647058824,0,0,0,0,0,0
